评分,评价,评论,日期,位置

5,超棒,服务不错，房间干净,2023年3月15日,浙江

5,超棒,"设施：很新
卫生：很干净
环境：位置好
服务：房间服务很不错，喜乐方言小茹吖米",2023年12月5日,上海

5,超棒,很满意，非常好,2023年5月18日,浙江

5,超棒,"设施：很新
卫生：好
环境：位置好
服务：房间服务很不错喜乐方言小会小琳",2023年12月7日,上海

5,超棒,前台服务态度很好，离店还赠送了礼物，入住期间酒店也在尽量满足客人的要求，谢谢浩文和方言,2021年11月21日,

5,超棒,环境好，服务好，酒店住着舒服，赞👍,2021年5月3日,

5,超棒,在酒店住了三天，体验非常好。房间干净整洁，设计时尚，酒店内设施也很新。服务人员态度都很好，服务很到位，酒店早餐也很丰富。位置上离南京路步行几分钟，离人民广场也很近，附近很热闹，吃的玩的都比较多，下次来还是会选择这个酒店！,2021年6月15日,

5,超棒,很棒哦，干啥都方便,2023年5月4日,江苏

4.5,不错,因为是新开的酒店整体很好 但是房间对面离居民楼太近了 只能拉上厚厚的窗帘 早餐真心一般 品类看着多 其实没啥吃的 面包不新鲜 孩子能吃的少 900多一晚跟800多700多没看出来差别 前台服务人员都很有耐心,2021年6月14日,

5,超棒,酒店设施很新，位置很好，出门就是南京路步行街，所有工作人员态度非常好，尤其小结，还帮我们提了很沉的行李，送了小礼物，早餐味道还行，就是相对种类有点少，但也在接受范围内。,2021年7月28日,

5,超棒,酒店环境地理位置不错，距离外滩东方明珠很近，对方言服务满意，交通便利[愉快],2022年3月3日,

5,超棒,酒店是新开业的，位置非常好，到人民广场地铁站需要5分钟，酒店楼下就是南京路步行街，交通很方便。早餐是自助的，类型很多，服务小姐姐很热情，还有混沌和面等等，要是再有个烤面包机就完美了。酒店还配备洗衣机烘干机和健身房等。房间全套都是小米的电器，包括电水壶，吹风机，体重秤。每天会送水果。前台的服务很热情，尤其是书一和星云两位工作人员，全程为我们提供优质的服务，点赞！！！用三星的价格享受到了五星的服务。,2021年6月17日,

4.2,,"优点：位置绝佳，南京东路步行五分钟，有城市街景房间，房间内智能马桶和自动窗帘，有欢迎水果（一个梨和一个苹果），矿泉水无限供应，早餐丰富，前台环境雅致大气。
缺点：隔音一般，走廊有人说话一清二楚，早餐是多家酒店共用，用餐人员鱼龙混杂，前台接待服务人员态度热情但是弥补不了酒店的专业性一般，三点都没有入住成功。电视屏幕也有问题。

总而言之，赢在位置，对住宿私密有要求的顾客慎选，价格偏贵，房间设备不符合四星定位。",2021年6月16日,

5,超棒,"前台小姐姐的服务态度挺好的，
🚗 交通：都方便的
🧹卫生：很卫生
🍃环境：很好
🔔服务：挺好的",2021年12月31日,

5,超棒,房间干净卫生，服务耐心周到，方言等前台服务人员认真负责，热心为顾客服务，给我们留下了美好的印象。,2023年4月13日,北京

5,超棒,服务贴心热情 比一些更高级的酒店都好 这里特别表扬前台一个叫雪梨的美女 主动帮我解决问题 太温暖了 下次一定再来,2022年2月14日,

5,超棒,非常不错的体验，首先地理位置很满意，去外滩步行10-15分钟，去地铁人民广场步行5-10分钟，附近吃逛的地方都很多。其次，一到酒店就宾至如归的感觉，态度很好尤其是大堂那几位客服服务态度特别好，早餐还行，房间干净，性价比极高,2021年6月13日,

5,超棒,酒店服务超级棒！地理位置相当的优越，到南京路步行街走路5分钟就行！上海市本地人都说这位置是中心的中心了！早餐种类不多，但是完全足够了！性价比很高！下次来上海还住在这儿,2021年8月12日,

5,超棒,酒店的各项都很不错,2023年3月9日,上海

5,超棒,"酒店地段很好！设施先进，入住体验十分好。表扬“方言”员工，她服务很周到！
🚗 交通：
🧹卫生：",2022年1月6日,

5,超棒,"设施：满意
设施满意方言可乐兰兰：
设施很好推荐：不错
设施
设施
环境
环境",2023年3月11日,上海

5,超棒,服务态度挺好的。,2023年4月9日,上海

5,超棒,表扬小会，方言，伟涛,2023年2月9日,浙江

3.5,,路过上海住了一晚，地理位置很好住宿环境也蛮好的，但是有些问题商家做的不够好呀，比如预定时候说有欢迎果篮但是啥都没有收到，第二天的早餐也很失望，蔬菜品种太少，炒饭炒面看着比较油腻没胃口，粥稀的一塌糊涂，勉强拿了点东西吃味道也不好，尤其那个藕夹里面的肉几乎看不到还不如做成清炒藕片呢，600一晚既然附带早餐还是做的稍微好一点嘛，另外餐盘好小好小一次只能打很少东西,2021年6月8日,

5,超棒,"酒店满意环境新酒店服务满意方言星云热情周到，房间不错哈，交通便利
🚗 交通：
🧹卫生：
🍃环境：
🔔服务：",2021年11月24日,

5,超棒,酒店到周边很多热门景点都很方便，工作人员都很热情，房间也舒适，下次还会入住,2022年2月27日,

5,超棒,价廉物美！地理位置优越！最重要的！酒店前台人美心善，今天带娃一早退房出发去海昌玩，一出门发现下毛毛雨，赶紧回酒店，问他们有没有卖雨衣的，前台立刻帮忙去仓库找，给我一把雨伞，当我打算付钱时，客客气气地说送我们了，无比感动。必须好评！,2021年6月8日,

5,超棒,非常规范，卫生的商务酒店，交通便利，餐饮丰富，特别是手机丢酒店，酒店立刻顺风送到，服务贴心到家，超越品牌的酒店，希望中国自主酒店，艺龙开遍全国。,2021年9月7日,

5,超棒,早餐不错哦！,2021年5月22日,

5,超棒,位置好，酒店干净，服务态度好,2021年5月3日,

5,超棒,"酒店地理位置真的超好哦！
性价比也超高的，在附近差不多价钱的酒店里，这个房间真的是很大了。
这次出门是带宝宝出来玩的，双床拼起来超大的~
早餐种类虽然不算很多，但是也够吃了。
前台小哥哥小姐姐态度都很热情，还送了宝宝小礼物。
下次来玩的话，还会选择艺龙哒！",2021年6月25日,

4.2,,酒店很安静,2023年8月27日,上海

5,超棒,超级棒哦！,2023年9月15日,北京

5,超棒,"设施：好好非常好
环境：好好好
环境：好好
设施：好好
设施：好好
设施：好的很
设施：好的很推荐
设施：好
服务：方言小会浩浩很满意，热情，兵至如归",2023年5月11日,上海

4.7,很好,房间干净 整洁,2023年5月7日,上海

5,超棒,说实话这个价格这个地段我只能说太良心了。各方面都很满意。早餐真的还可以。酒店的清洁阿姨很热情，很喜欢小孩。早餐餐厅那个短头发胖胖的清洁阿姨也很好。前台的工作人员更是热情万分，看到带孩子主动给我们拿来小礼物。孩子也很开心。地理位置，交通可以说已经非常方便了,2021年6月8日,

5,超棒,"雪梨🍐 清梦  星云服务太好了吧
【动人夜景】
🧹卫生：干净舒服
🚗 交通：市中心 交通方便
🔔服务：回应快 热情100分
推荐！！！",2021年9月26日,

5,超棒,性价比非常好的酒店，环境好，房间干净卫生，服务周到，还很贴心的帮我升级大房。玩的话交通非常方便，逛外滩累了走路都能回酒店休息。带孩子的话，加一床被子沙发也可以睡，值得推荐。,2021年7月13日,

5,超棒,酒店地理位置优越，左边世贸，前面人民广场外滩，右边南京东路，地铁站就在家门口的感觉。工作人员，方言，吖咪，杰利，江月，服务态度超级nice！点赞！推荐！,2023年11月10日,广东

5,超棒,酒店服务态度特别好，进门主动给孩子送小礼物。酒店有洗衣房，免费洗衣烘干，很方便。订的双床房，房间虽然不大，该有的都有。离外滩不远，走路十几分钟。早餐中西餐都有，和隔壁假日酒店共用，8点半去用餐不用排队，等吃完回来已经在排队了。,2021年6月3日,

5,超棒,加起来入住了五天 服务特别好 小姐姐都很温柔 特别大堂经理雪梨服务很周到 每天回酒店都有酸梅汁喝 地理位置也很好 距离南京路步行街50米 距离人民大剧院100米 下次来再住这,2021年9月24日,

5,超棒,酒店很干净 挺喜欢的 距离南京路也很近 完美,2021年4月17日,

5,超棒,"房间干净舒适，地理位置绝佳，五分钟到南京路步行街，方便晚上走走逛逛。
前台方言，小会，兰兰，志明服务贴心周到。
下次来上海还会选择艺龙酒店。",2023年8月13日,上海

5,超棒,不错 服务好,2023年6月15日,上海

5,超棒,"🍃环境：舒适，干净
🔔服务：专业，热情，贴心
🧹卫生：干净，整洁
🚗 交通：便利",2022年2月1日,

5,超棒,酒店很新，设施完善，走的时候雪梨还贴心赠送礼物。两点不足：一是停车场一晚上收费100元（八折后收80元），相当于房价提高了11%，携程和酒店事先也没有告知。二是前台登记有点慢。,2021年6月29日,

5,超棒,房间干净，视野很好，服务周到，酒店离南京步行街很近👍，多米、小会、小方、小浩服务很贴心，退房后还送了小礼物，非常感谢👍,2023年8月23日,广东

5,超棒,新装修的酒店，各种设备都很实用。进门没有难闻的装修味道，很棒。地理位置也好，上海南站和虹桥机场都可以地铁直达。南京路步行街，外滩和上海博物馆等都在步行范围内。,2021年8月3日,

5,超棒,酒店很好，干净卫生,2023年4月24日,上海

5,超棒,硬件挺好的,2023年8月1日,上海

5,超棒,多米方言优米服务很好,2023年1月30日,上海

5,超棒,服务好，值得推荐！,2021年5月13日,

5,超棒,环境位置都非常棒，就在南京步行街的隔壁街道，从房间窗户就能看到南京路，距离外滩步行一公里多到。服务态度很好，房间卫生很干净，带着两个孩子入住的，孩子也很喜欢干净卫生方便，还有儿童牙刷牙膏和儿童拖鞋，智能机器人帮忙取外卖。停车收费但很方便,2021年6月4日,

5,超棒,小琳岗岗东方,2023年6月14日,上海

5,超棒,一非兰兰东方,2023年6月13日,上海

5,超棒,酒店住的很满意,2023年5月3日,江苏

5,超棒,"这次和好朋友们来上海玩选择了艺龙酒店，前台服务真的很好，来的时候送了三个水果，临走还有小礼物赠送
店里有个小机器人可以送外卖上来，就不用自己下楼拿啦",2021年8月27日,

4.2,,环境挺好的，窗户很大，能看到夜景，离外滩也近，步行十几分钟能到。唯一缺点就是隔音不太好。,2022年3月11日,

5,超棒,来上海旅游入住艺龙酒店，很满意房间很舒适，环境和卫生都很不错👍服务很到位热情暖心特别是方言给力,2021年12月20日,

5,超棒,酒店设施很新，位置满分，前台服务员都很热情自然，离开的时候正好六一，还送了小朋友礼物，虽然很简单的小礼物，但是对孩子来说超开心的。寄存和取行李的时候也都很热情，并没有因为要离开了而冷落，最后送我们离开的雪梨小姐姐人美心善！,2021年6月1日,

5,超棒,服务很好 地段很好 酒店也很干净 特别是方言接待员 我们打不着车 还帮我我们打车 服务太贴心了 👍 下次来上海就住他们家,2021年10月11日,

5,超棒,一菲小琳兰兰,2023年6月13日,上海

4.7,很好,干净卫生，工作人员态度非常好，有求必应，房间整体环境也很不错。这家酒店的性价比绝对是近年来住过的最好的之一，非常推荐！唯一美中不足的就是隔音有点差，某天早上听到其他客人不好好关门被吵醒了……,2021年6月12日,

5,超棒,很好的入住体验 住了三晚都比较满意。近两年很多这种新型的方便酒店 哈哈 地理位置佳 出门很近就是南京路步行街的zara 外滩走路十几分钟 来福士走路也很近 周围外卖吃的都很方便  外卖有机器人可以送上楼 很可爱。前台小姐姐态度也不错 。还是很满意的 在上海这个位置性价比算是很好了。下次入住多晚还会选择艺龙。,2021年8月5日,

5,超棒,地理位置优越，房间蛮干净，这个价位性价比很高。前台服务人员都很客气，就是可能房间太多，空调温度比较难打上去,2021年11月13日,

5,超棒,很满意这次住宿,2023年5月3日,浙江

5,超棒,非常棒的酒店。非常好，服务也好。非常棒的酒店。非常好，服务也好。非常棒的酒店。非常好，服务也好。非常棒的酒店。非常好，服务也好。,2021年10月8日,

5,超棒,"设施：很好
设施：好好
环境：不错。入住满意
服务：很好。方言。多米兰兰贴心",2023年3月26日,浙江

5,超棒,非常感谢，浩浩，方言、小会，尤其是小会热情大方的服务，体贴的关系住客需求，还给小朋友送上了礼物，下次还会入住，距离南京步行街走路3分钟，周边吃的很多，尤其是老字号，外滩很近夜游外滩不错选择,2023年2月8日,北京

5,超棒,南京东路地铁站出来步行不到十分钟 酒店往前一个路口就是步行街 外滩离的也不远 位置非常棒 酒店服务人员很热情 入住当天下雨主动询问有没有带雨伞 房间布局合理 卫浴干净 窗户大视野开阔 服务员会送来水果 由于下雨窝在酒店一天都很舒服 早晨更是丰盛的自助 非常满意 下次来外滩还会选择入住,2021年5月28日,

5,超棒,不错，值得再去,2023年4月29日,上海

5,超棒,就在假日酒店隔壁，走几步可以坐双层观光巴士，很不错。雪梨小姐姐非常热情，服务周到，下月去上海还打算住艺龙。,2021年7月22日,

5,超棒,服务员态度好,2023年6月9日,上海

5,超棒,服务超赞 地理位置好,2023年1月27日,浙江

5,超棒,服务态度满分，机器人也很可爱。酒店整体环境不错，房间也算干净，服务态度非常好，还能帮忙送外卖，很便利，入住体验不错。酒店地理位置很好，离南京路和外滩近，附近吃的也多。早餐种类不算多（咖啡种类要是能多点就好了），但整体还算可以。,2021年5月28日,

5,超棒,雪梨服务热情 酒店位置不错 就是来晚了 房型不是很满意 希望下次安排好,2022年2月27日,

5,超棒,房间很干净，体验超棒，大厅姐姐们方合，小会，可乐姐姐非常热心～,2023年9月25日,上海

5,超棒,方言，服务非常好,2023年3月23日,上海

5,超棒,挺满意的，酒店大堂接待人员很专业、热情，还有小赠品，整体很智能，体验感不错,2022年2月15日,

5,超棒,满意一菲晴天,2023年6月8日,上海

4,,基本是满意的,2023年6月7日,贵州

5,超棒,环境优雅，设施新，一楼大堂有咖啡吧，还有免费饮品可以喝，服务热情，服务人员方言、童夏特别周到，保洁员大姐杨玉叶特别亲切，房间收拾及时。酒店交通、周围购物吃饭比较方便。,2023年8月3日,天津

4.5,不错,酒店新开，地理位置不错，离南京东路地铁站和人民广场地铁站都比较近，在步行街中间的感觉，服务态度非常好，也有智能机器人可以送外卖，酒店房间很干净，但比较小，感觉不到30平，厕所干湿分离，洗手台很小，放不下啥东西，该有的设施都有，早餐就很...种类不多，也不咋好吃，适合旅游及对厕所洗手台这类没啥高要求的人,2021年5月27日,

5,超棒,很不错很不错,2023年6月5日,上海

5,超棒,"服务很好 有个方言小姐姐特别好 服务特好 说话特温柔
🚗 交通：方便
🧹卫生：干净
🍃环境：很好
🔔服务：好",2021年11月1日,

5,超棒,酒店离南京路很近，方便，闹中取静，房间干净，干湿分离，淋雨花洒非常好用，点赞！前台服务也很好，当天前台男生给房间升级，能看到南京路街景，离店时赶上下雨，前台雪梨及时送上雨具，小吃小礼品等。,2021年10月7日,

5,超棒,前台小姐姐们非常热情，卫生服务都很不错，酒店位置也很好，下次还会选择！,2022年2月28日,

5,超棒,酒店房间面积不大，但都得到了合理的应用，整体风格简约，住店体验舒适，8-27晚上10.00入住，两位前台服务非常热心。后续寄存行李，雪梨提供了帮助，还给了书签作为小礼品。有服务标准，希望能够一直按此标准给到客人服务，也希望管理层能够给到在第一线的员工提供奖励。保证长期服务质量,2021年8月28日,

5,超棒,服务员不错给初见,2023年3月20日,江苏

5,超棒,酒店服务特别好，也特别专业～自助早餐也是特别丰盛，物美价廉，本来想定世贸的，看见世贸房间价格贵又没有早餐，感觉没有那个必要。出来旅游的都想要方便点，一步到位……下次还会再过来哦,2021年6月26日,

5,超棒,抱着试一下的心态订了酒店，没想到这趟行程超值，酒店位置也很好，附近就是步行街和外滩，还有商场。到酒店后酒店人员很热情的招待我们，房间的设备也很好，还给我们免费升级了房型，这趟行程超值，下次还会订这个酒店的！,2021年5月30日,

5,超棒,住宿体验很不错，去上海博物馆和上海自然博物馆都不远，还能去南京路逛街，去外滩步行也就到了，地理位置优越，酒店入住和退房都贴心送了小礼品，对小朋友也很友好，有小朋友专用的拖鞋和洗漱用品。值得一提的是，入住两天，感受到服务人员程小艺对待客人的热情周到，尽可能满足我们提出的一些要求，还会主动关心是否有其他需求。,2023年2月19日,上海

5,超棒,服务很好 宾至如归 酒店很新 方言 星云 沐夏的服务非常热情 设施也很好,2022年2月16日,

5,超棒,"设施：挺好的
卫生：挺干净的
环境：很好
服务：很赞，表扬多米，浩浩，小琳，杰利，外卖送的特别及时，机器人和人工一起不停的送，前台小姐姐都可别温柔，入住效率也很快",2023年6月2日,上海

5,超棒,挺好的，比较满意,2023年6月7日,江苏

5,超棒,非常满意的,2023年7月23日,上海

5,超棒,房间布局很合理，干净温馨，有小饮料冷柜，喝的都免费，电动窗帘弥补了窗外民居面对面的尴尬。离步行街很近，吃饭很方便。方言，浩浩，程艺服务很热情。,2023年9月7日,江苏

5,超棒,作为一个新型酒店，房间内的设施比较新和自动化，马桶也比较智能，就是冲水声音有点大，房间面积合适，感觉很开阔，还可以看到街景，服务人员也比较好，会帮忙叫车，酒店的自助餐也很丰富，妈妈说挺不错的，这次出行住的两家酒店，一家民宿，这家史体验感最强的，比较舒服，离各个景区也不算远，有机会再到上海还是会首选艺龙的,2021年6月3日,

5,超棒,还不错的体验,2023年6月2日,上海

5,超棒,干净整洁舒适透气,2023年3月18日,上海

5,超棒,房间很新 视野很好 fangyan xiaowen xiaoting工作人员很好,2022年1月18日,

4.5,不错,"晚上睡不着来写写点评
总体来说是一家宝藏酒店
位置：离地铁站不是很远 好打车而且附近有外卖吃的
服务：非常和蔼 而且会帮忙那行李
卫生：刚进房间靠床的地板有一点灰尘 后续住的时候打扫的阿姨会帮忙叠好睡衣
设施：隔音效果很好 窗帘是自动化 灯光总控都是按键控制 
    
但是！卫生间的马桶冲水声音太大了 全自动但是那个声音真的太吵 
并且洗漱台镜子离人太远女孩子化妆很不方便
牙刷和拖鞋还有水杯的质量非常堪忧 水杯有一个都是裂掉的

总体来说和闺蜜或者对象来住很舒服 不会很吵而且住街景房视野也很好 电视也很可以投屏滴",2021年5月27日,

5,超棒,非常满意👍,2023年7月18日,江苏

5,超棒,"🚗 交通：就在南京东路，地铁非常方便，我们打车前往也很方便。和holidayinn在一幢楼。
🧹卫生：很干净，没啥不好的。
🍃环境：南京东路嘛，周边要啥有啥，饿了么也很方便。专程去王宝和吃小龙虾自助，斜对面就是，巨方便。
🔔服务：海底捞式服务，各种服务很到位，早饭也很好吃！老公吃的很开心～",2021年8月1日,

1,,不满意😔,2023年9月14日,浙江

5,超棒,很好，非常满意。,2023年5月5日,广东

5,超棒,不错干净 夜景好,2023年3月15日,江苏

5,超棒,挺适合商务出差的,2023年3月15日,河南

5,超棒,满意，不错,2023年7月20日,上海

5,超棒,方言周到服务满意，房间很舒适，点的外卖还贴心帮送，谢谢，入住很满意，空调满意，设施不错。,2021年12月22日,

5,超棒,"环境设施满意服务
环境：不错
服务：满意的 方言 杰丽 伟涛玲珑服务满意，酒店2周年有甜品在一楼，挺赞的，出行方便，交通便利，推荐
卫好生：
环好境：",2023年4月22日,上海

5,超棒,服务好，环境卫生好,2023年2月12日,江苏

5,超棒,环境舒适！！,2023年5月28日,上海

5,超棒,"设施：5楼有洗衣房可以洗衣烘干，淋浴设备、吹风机齐全。Ｍ层有自助餐厅，早餐不错👍相比来说比较实惠。
卫生：房间干净整洁。
环境：带来家一般的感觉，家一般的温馨、家一般的安全！👍👍👍
服务：服务好，人性化管理，服务人员方言、吖咪、兰兰、伟涛服务专业热情❤️",2023年9月12日,山东

5,超棒,早餐很好吃，种类繁多而且味道也不错，房间干净又卫生，最重要的是服务真的是太好了太好了，虽然不临江，但是性价比非常高，出行也很方便，距离城隍庙南京路外滩豫园这些地方都很近，推荐,2021年6月27日,

5,超棒,十分的满意,2023年7月16日,上海

5,超棒,跟女朋友一起来上海入住艺龙酒店体验感非常不错，交通便利，环境不错，方言服务周到满意，下次还来,2021年12月5日,

5,超棒,交通和吃都很方便,2023年3月12日,上海

4,,地理位置好，隔条街就是南京路步行街，离地铁站有点距离，拿行李箱还是不太方便，离外滩走路大概15-20分钟，酒店服务好,2022年1月20日,

5,超棒,真的挺不错,2023年7月12日,浙江

5,超棒,房间干净卫生,2023年5月24日,上海

5,超棒,房间干净，服务好的无可挑剔！全部主动服务，看到我们带孩子，又是送玩具又是优先安排，房间没有任何隐性消费，矿泉水全部免费，包括大厅和房间。房间的毛巾全部放在消毒柜里，可以自行开机消毒，细节非常到位。位置极佳，南京路步行五分钟，太优秀了，酒店隔音也好。会再来,2021年5月16日,

2.5,,本来想全部给差评的，新酒店能感受到初衷是想努力做好的，但是员工培训和基本的服务礼仪真的太一般了，给自己的定位是高档设施基本就是舒适酒店的标准，个别服务人员的服务态度还是很好的，其他很一般一问三不知，看到客人不会问好不说，你问她一个问题她还很不耐烦，早餐这个酒店最大的糟点，那个粥就跟水一样，剩米饭兑水的感觉，香肠培根最廉价的那种，其他也很一般，吃了四天的早饭没有一天是好的，房间没有冰箱服务人员说怕影响客人休息，我真的奇怪了客房冰箱能有多大的噪音，他们的服务人员每次去客房打扫走的时候从来不是轻轻关门，每次声音特别大，床都要震一下，这难道不打扰客人休息吗？上海是一个神器的城市，整个酒店没有一个人戴口罩。去洗衣房洗衣服，洗衣液的标准还不如一个民宿，而且就非常随意的扔在一边，洗衣机操作有问题，询问那里的工作人员，全程不耐烦。这个酒店难道没有服务标准的培训吗？酒店大堂的客服走的时候为了一个好评非要给一套茶具说什么价值几百块，盛情难却，但是很抱歉我家先生就是做这个的，这份殷勤如果放在服务监督和客房管理上会更好。茶具会给外地出行的客人带来麻烦非常不便利。入住酒店三天一天都没有打扫过，询问前台态度恶劣，要求过来清理垃圾四十分钟不见人，孩子着急洗澡睡觉最后去楼下询问，态度更加不好像，第二天再去前台还是那位短发小姐姐，全程态度傲慢低头不语。好好去了培训一下吧，学习一下酒店的标准运营，服务不行设施不行，位置不错，但是你旁边多少酒店在同样的位置，再不想看看真实的有意义的评价还有什么存在的价值。展开,2021年5月16日,

5,超棒,性价比很高的酒店，入住体验非常好，服务态度很好，尤其是雪梨，很贴心，下次还会再来！,2022年1月1日,

5,超棒,环境优美自然,2023年5月23日,浙江

5,超棒,超级赞👍，大厅服务很贴心，房间一切设施都很好，带着两个孩子入住真的超级好的选择。前年带孩子来入住的香格里拉，服务跟设施真跟这里没法比，下次来，还一定选择。,2021年7月18日,

5,超棒,这个酒店各方面都非常好，吹风机能吹快速干头发，还有消毒机，卫生非常不错，服务态度也好，酒店大堂的香水味好闻，下次来还会选择这里。旁边的假日应该多像艺龙学习。,2021年7月15日,

5,超棒,新装之后开业果然很棒，就是上海突然降温，中央空调恒温的温度有点低啦，别的都很棒！！！,2021年12月26日,

5,超棒,住的挺满意的,2023年5月25日,上海

5,超棒,酒店位置不错，就在南京路后面，出门过个马路就到步行街了，坐地铁也比较方便，五六百米就要地铁站。服务也是很不错，酒店设施也很完善，干净又卫生。下次还会选择入住的。,2021年8月30日,

5,超棒,"设施：好
卫生：干净
环境：方便
服务：小琳，可乐，方言服务好",2023年11月14日,上海

5,超棒,周围交通便利,2023年5月22日,浙江

5,超棒,酒店环境好，服务好,2023年2月3日,江苏

5,超棒,希望不要涨价。,2023年4月15日,江苏

5,超棒,周围环境比较好,2023年4月9日,上海

5,超棒,酒店的服务态度让我最点赞，入住当晚还给小朋友个小礼物，又单独提供的儿童拖鞋，牙刷。早餐有中西餐，挺丰富的，吃的挺不错的。地理位置好，出去就是南京路，这也是自己选择酒店的初始原因，去外滩步行也就20分钟，出行很方便，离2号也就5分钟步行。下次来上海还会光顾，最感谢他们的每一位服务员的态度，nice。,2021年5月11日,

5,超棒,地理位置极佳，房间安静卫生干净。周边步行街，商场逛的地方多，去外滩也就15分钟不到路程,2021年12月24日,

4,,地理位置优越，就在步行街旁边，吃饭，逛街，地铁都很近，房间大小适中，对于这个价格不算宽敞，总体评价还不错，就是略有点小贵,2021年10月31日,

5,超棒,在上海呆了两天，第一天住的假日酒店。第二天住艺龙，两家就在隔壁。真实的观感更喜欢艺龙，至少无论是大堂经理还是前台服务人员都非常的热情彬彬有礼。着重夸奖一下乐乐和雪梨两位童鞋。非常好👍态度一级棒，我提出换个房间的要求时，带我看房间。走的时候赠送了小礼品。而且这个价格住到这种房间应该说物超所值了。希望下次还会来住。,2021年9月4日,

5,超棒,酒店入住满意，服务非常好特别是方言，酒店设施齐全，环境卫生非常到位，谢谢，下次还来,2021年12月28日,

5,超棒,一切都满意,2023年7月5日,安徽

5,超棒,"定了两间，跟家里人一起出来玩。忘了拍照片啦~但是酒店真的很干净呀！下次去上海玩还定这家酒店~
前台小姐姐全程超级热情，外卖都能帮忙送到房间里，还送了很多小礼品~
虽然中间出了点小意外，爸妈住的那间房第一晚空调不凉了，但是幸好酒店那边处理问题的速度非常的快立刻请工人来修好了空调还把卫生都搞好了，非常满意👏🏻",2021年5月17日,

5,超棒,住隔壁假日的时候发现的这家艺龙，看起来很不错，后几天就直接搬过来了。工作人员都很热情，特别是门口负责接待美女，感觉很有眼力见。房间细节考虑的不错，感觉是在用心经营的，整体推荐。,2021年6月8日,

5,超棒,"方言非常满意，隔音不错卫生可以，交通很方便，
🚗 交通：
🧹卫生：
🍃环境：
🔔服务：
🚗 交通：
🧹卫生：",2021年10月16日,

5,超棒,上海艺龙酒店是我近年来入住最温馨的酒店，服务员雪梨、小婷、杨丹、米拉服务水平很高，热情周到。我一家人住的很满意。,2022年1月10日,

5,超棒,在携程订房多年，第一次评论。酒店设施新，有消毒机和小米的全套设备。位置好，挨着南京路步行街，交通便利。更重要的是服务非常到位，工作人员很有眼力价儿，又不会过分热情。总之很满意的住宿。,2021年6月1日,

5,超棒,酒店宽敞明亮，设施齐全方便，前台服务好的没话说，前台小张办入住热情、效率高，基本有求必应，一次很好的入住体验,2023年9月20日,上海

3.7,,除了服务态度好，其他没有什么值得推荐的。老酒店重新装修的新酒店。房间小，就连冰箱都没有，空调只有冷风。最关键的是地下停车居然收费，住一天停车费要一百多。虽然五一假期入住房价偏高，就算普通时候酒店档次比亚朵还低！,2021年5月4日,

5,超棒,五分是彻底给的服务，这次五一去就是带孩子玩，选了很久最终选定新开的这家酒店，虽然入住有点不愉快，等的时间久，但是前台的工作人员态度未免也太好了吧，小哥还帮我去拿了喜茶，连我儿子都说服务棒，今天都不舍得回来了，还说下次还要住这里，还要住十楼，哈哈哈，还有超级可爱的小机器人，暑假带孩子玩的话还是会优先选择的，谢谢你们真挚的服务，让我这个从事十年服务行业的人也是自愧不如。,2021年5月4日,

5,超棒,"我们是一家三口住的，带着一个九个月的宝宝，可能还没去的时候会担心新开的酒店味道会不会太重了，但是一入住真的觉得蛮好的，而且宝贝也都很适应，我们开的是最旁边的房间，可以看到东方明珠塔，但是房型我还是喜欢中间那张大玻璃的，要是单纯想看东方明珠塔的可以选择702。真的要夸赞一下酒店的服务人员，不管出门还是回酒店只要看到他们都很开心，因为他们总是笑眯眯的打招呼，而且很细心的准备水和咖啡，看我抱着宝宝很累还会帮忙抱一下，还和我宝贝互动，连宝宝都哈哈大笑😂可能节假日涨价了，不过我觉得这个价位这个地段再配上这等服务真的很值，下次去上海玩第一选择还会是艺龙。
不过唯一有个不好的就是我们住的房间楼上不知道是否在装修电钻声音很大，一点到四点左右都在施工，宝宝本来就要午睡刚入住的那个下午打了四五个电话都没有人来解决问题，后来前台上来送外卖的时候顺便让她进来听了，当时那个人说确实很吵，然后还录音下来她说下去帮我们看看，结果也是没有后续就不了了之了，，那时候其实我还是挺生气的，就是觉得如果解决不了也得电话打个上来说明一下吧，不过没有。离店的时候跟酒店反应了这个问题，酒店的说法是上面在装修，他们也没办法阻止，想想也是，毕竟是公共区域嘛，也是算了。，。 
除了以上这一点其他我都挺满意的，希望下次来还能坚持这种服务态度哦～
还有还有最后一点就是早餐种类真的有点少，还是要多加点的，不过吃饱是没问题的！！
不是托不是托！！五一入住的真实感受！展开",2021年5月6日,

5,超棒,"1.地理位置很好，离南京路，外滩距离都不远，挺方便的。   
2.酒店有个小机器人，可以送餐等服务，对与小朋友来说比较好奇，比较有特色。
3.工作人员服务热情，点个👍。
4.建议：早餐种类可以再丰富点，让人选择多点。",2021年5月3日,

5,超棒,酒店体验非常好，位置核心，各类细节到位，前台雪梨服务非常贴心～,2022年1月3日,

